priority_rank,word,url,candidate_pool,BD_IMPRESSIONS,BD_CLICKS,BD_CTR,BD_POSITION,tier,tier_score,migration_class,static_legacy_status,confidence,source_completeness_score,source_fields_present,BD_RELEVANT_QUERY_IMPRESSIONS,GLOBAL_CONTEXT_IMPRESSIONS,priority_score,reason,proposed_action
97,squash,https://ovidhan.net/word/squash.html,POOL A — OBSERVED BANGLADESH DEMAND,1,0,0.0,69.0,B,3,REVIEW,LEGACY,MEDIUM CONFIDENCE,1,bangla,0,0,28.978,Bangladesh demand + near-ranking opportunity + useful source,DATA QUALITY REVIEW
98,wash,https://ovidhan.net/word/wash.html,POOL A — OBSERVED BANGLADESH DEMAND,1,0,0.0,51.0,B,3,REVIEW,LEGACY,MEDIUM CONFIDENCE,1,bangla,0,0,28.978,Bangladesh demand + near-ranking opportunity + useful source,DATA QUALITY REVIEW
99,wipe,https://ovidhan.net/word/wipe.html,POOL A — OBSERVED BANGLADESH DEMAND,1,0,0.0,53.0,B,3,REVIEW,LEGACY,MEDIUM CONFIDENCE,1,bangla,0,0,28.978,Bangladesh demand + near-ranking opportunity + useful source,DATA QUALITY REVIEW
100,withdrawal,https://ovidhan.net/word/withdrawal.html,POOL A — OBSERVED BANGLADESH DEMAND,1,0,0.0,82.0,B,3,REVIEW,LEGACY,MEDIUM CONFIDENCE,1,bangla,0,0,28.978,Bangladesh demand + near-ranking opportunity + useful source,DATA QUALITY REVIEW
101,meaning,https://ovidhan.net/word/meaning.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,664,0,42.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
102,in,https://ovidhan.net/word/in.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,657,0,42.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
103,rules,https://ovidhan.net/word/rules.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,19,0,42.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
104,english,https://ovidhan.net/word/english.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,11,0,41.512,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
105,net,https://ovidhan.net/word/net.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,4,9,41.166,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
106,dictionary,https://ovidhan.net/word/dictionary.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,7,0,40.499,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
107,soft,https://ovidhan.net/word/soft.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,4,0,39.324,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
108,worth,https://ovidhan.net/word/worth.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,4,0,39.324,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
109,examples,https://ovidhan.net/word/examples.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,2,2,38.925,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
110,slow,https://ovidhan.net/word/slow.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,3,0,38.766,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
111,except,https://ovidhan.net/word/except.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,2,0,38.047,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
112,forms,https://ovidhan.net/word/forms.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,2,0,38.047,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
113,notice,https://ovidhan.net/word/notice.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,2,0,38.047,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
114,online,https://ovidhan.net/word/online.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,2,0,38.047,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
115,producing,https://ovidhan.net/word/producing.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,10,37.218,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
116,translation,https://ovidhan.net/word/translation.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,9,37.142,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
117,by,https://ovidhan.net/word/by.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
118,economic,https://ovidhan.net/word/economic.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
119,example,https://ovidhan.net/word/example.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
120,finder,https://ovidhan.net/word/finder.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
121,liberal,https://ovidhan.net/word/liberal.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
122,manufacturer,https://ovidhan.net/word/manufacturer.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
123,max,https://ovidhan.net/word/max.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
124,mayor,https://ovidhan.net/word/mayor.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
125,meet,https://ovidhan.net/word/meet.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
126,municipal,https://ovidhan.net/word/municipal.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
127,not,https://ovidhan.net/word/not.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
128,off,https://ovidhan.net/word/off.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
129,officer,https://ovidhan.net/word/officer.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
130,over,https://ovidhan.net/word/over.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
131,parts,https://ovidhan.net/word/parts.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
132,pattern,https://ovidhan.net/word/pattern.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
133,quest,https://ovidhan.net/word/quest.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
134,question,https://ovidhan.net/word/question.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
135,right,https://ovidhan.net/word/right.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
136,second,https://ovidhan.net/word/second.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
137,south,https://ovidhan.net/word/south.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
138,speech,https://ovidhan.net/word/speech.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
139,supposed,https://ovidhan.net/word/supposed.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
140,switch,https://ovidhan.net/word/switch.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
141,take,https://ovidhan.net/word/take.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
142,throw,https://ovidhan.net/word/throw.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
143,trade,https://ovidhan.net/word/trade.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
144,university,https://ovidhan.net/word/university.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
145,up,https://ovidhan.net/word/up.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
146,world,https://ovidhan.net/word/world.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
147,yard,https://ovidhan.net/word/yard.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,1,0,37.033,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
148,creating,https://ovidhan.net/word/creating.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,7,36.964,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
149,smaller,https://ovidhan.net/word/smaller.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,5,36.733,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
150,must,https://ovidhan.net/word/must.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,4,36.588,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
151,creates,https://ovidhan.net/word/creates.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
152,establish,https://ovidhan.net/word/establish.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
153,faces,https://ovidhan.net/word/faces.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
154,having,https://ovidhan.net/word/having.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
155,organisations,https://ovidhan.net/word/organisations.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
156,unable,https://ovidhan.net/word/unable.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,2,36.179,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
157,boots,https://ovidhan.net/word/boots.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
158,booty,https://ovidhan.net/word/booty.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
159,border,https://ovidhan.net/word/border.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
160,born,https://ovidhan.net/word/born.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
161,boss,https://ovidhan.net/word/boss.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
162,boston,https://ovidhan.net/word/boston.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
163,both,https://ovidhan.net/word/both.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
164,bottle,https://ovidhan.net/word/bottle.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
165,bottom,https://ovidhan.net/word/bottom.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
166,bought,https://ovidhan.net/word/bought.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
167,bound,https://ovidhan.net/word/bound.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
168,bowl,https://ovidhan.net/word/bowl.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
169,box,https://ovidhan.net/word/box.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
170,boxes,https://ovidhan.net/word/boxes.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
171,boy,https://ovidhan.net/word/boy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
172,boys,https://ovidhan.net/word/boys.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
173,brain,https://ovidhan.net/word/brain.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
174,branch,https://ovidhan.net/word/branch.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
175,brand,https://ovidhan.net/word/brand.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
176,brands,https://ovidhan.net/word/brands.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
177,brass,https://ovidhan.net/word/brass.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
178,brazil,https://ovidhan.net/word/brazil.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
179,bread,https://ovidhan.net/word/bread.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
