word,url,BD_CLICKS,BD_IMPRESSIONS,BD_CTR,BD_POSITION,metric_scope,migration_class,tier,tier_score,batch_1,static_legacy_status,self_canonical,rendering_quality,indexability_signals_pass,source_completeness_score,source_fields_present,tier_flags
wildfire,https://ovidhan.net/word/wildfire.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wildflower,https://ovidhan.net/word/wildflower.html,0,1,0.0,51.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
willfully,https://ovidhan.net/word/willfully.html,0,1,0.0,39.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wingman,https://ovidhan.net/word/wingman.html,0,1,0.0,16.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wipe,https://ovidhan.net/word/wipe.html,0,1,0.0,53.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
wished,https://ovidhan.net/word/wished.html,0,1,0.0,22.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
withdrawal,https://ovidhan.net/word/withdrawal.html,0,1,0.0,82.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
wondering,https://ovidhan.net/word/wondering.html,0,1,0.0,28.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wordy,https://ovidhan.net/word/wordy.html,0,1,0.0,8.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
worlds,https://ovidhan.net/word/worlds.html,0,1,0.0,48.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wounding,https://ovidhan.net/word/wounding.html,0,1,0.0,63.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wrongdoing,https://ovidhan.net/word/wrongdoing.html,0,1,0.0,66.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
yak,https://ovidhan.net/word/yak.html,0,1,0.0,18.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
yardage,https://ovidhan.net/word/yardage.html,0,1,0.0,64.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
